function,line,phase1_category,public_api_boundary_status,no_static_path_status,undefined_dead_path_status,compatibility_status,approved_action,phase2_batch,consumer_checks_required,testing_required,notes
buildSourceHashForRows_,10327,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildSourceHashForRow_,10350,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildColumnsUpdatedText_,10354,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
normalizeHashValue_,10370,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
computeStableHash_,10378,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
verifyPrimaryPMRColumnFromRawData_,10386,diagnostic_or_validation_entry_point_review,DIAGNOSTIC_PUBLIC_DECISION_REQUIRED,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,WRAPPER_REQUIRED_IF_RENAMED,REVIEW_KEEP_PUBLIC_OR_TEST_ONLY,DIAGNOSTIC_API_REVIEW,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,staging smoke if changed,Keep callable through v1.6.70 testing; decide in Phase 2.
createOrRefreshDemoPTemplate_,10395,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getOrCreateDemoPTemplate_,10403,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
initializeDemoPTemplateTitleRows_,10410,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
applyDemoPTemplateFormatting_,10426,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
applyDemoPTemplateToSheet_,10448,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
applyDemoPDateFormattingByHeader_,10484,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildMonthlyChangeReport,10538,supported_public_menu_callback,SUPPORTED_PUBLIC_MENU_API,NOT_NO_STATIC_OR_MENU_DYNAMIC,PENDING_STATIC_ANALYSIS,NO_WRAPPER_NEEDED,KEEP_PUBLIC,PUBLIC_API_VALIDATION,existence check; menu/trigger smoke,public API smoke; menu/trigger execution,Menu callback; do not rename or remove.
buildMonthlyChangeReportForMonth_,10556,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getOrBuildMonthlyChangeReport_,10666,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
compareRawDemoPForSectionReport_,10723,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
rowsWithDOBOnlyForSection_,10916,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getChangedColumnsForSectionRows_,10922,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildColumnSignaturesForSection_,10938,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
compareRawDemoPForChanges_,10951,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
getRawDemoPDataForCompare_,11114,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
compareSingleFieldAndAdd_,11182,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
addMCRRow_,11231,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildContactCompareMap_,11274,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getFieldValueFromRow_,11293,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildParticipantName_,11299,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
displayValueForReport_,11316,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildMonthlyChangeReportSectionLayout_,11324,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
padRowToWidth_,11348,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
stripMonthlyChangeNativeBandings_,11354,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getMonthlyChangeSectionSpecs_,11364,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildMonthlyChangeSectionRows_,11411,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
appendMonthlyChangeCompiledRow_,11458,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
appendMonthlyChangeSectionBlock_,11466,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
populateMonthlyChangeReportSections_,11496,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
findMonthlyChangeSectionTitleRow_,11549,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
findNextMonthlyChangeSectionTitleRow_,11565,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getChangedPMRsFromMonthlyChangeReport_,11586,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
writeDiagnosticReport_,11680,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
runMonthlyUpdate,11720,supported_public_menu_callback,SUPPORTED_PUBLIC_MENU_API,NOT_NO_STATIC_OR_MENU_DYNAMIC,PENDING_STATIC_ANALYSIS,NO_WRAPPER_NEEDED,KEEP_PUBLIC,PUBLIC_API_VALIDATION,existence check; menu/trigger smoke,public API smoke; menu/trigger execution,Menu callback; do not rename or remove.
updateDemoPMonthlySyncForMonth_,11756,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
createDisenrolledListForMonth_,11813,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
createMasterList,11854,supported_public_menu_callback,SUPPORTED_PUBLIC_MENU_API,NOT_NO_STATIC_OR_MENU_DYNAMIC,PENDING_STATIC_ANALYSIS,NO_WRAPPER_NEEDED,KEEP_PUBLIC,PUBLIC_API_VALIDATION,existence check; menu/trigger smoke,public API smoke; menu/trigger execution,Menu callback; do not rename or remove.
createMasterListForMonth_,11860,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
copyPrimaryDemoPRowsToMasterListByHeader_,11945,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getMasterListTemplateHeaders_,12012,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
createOrRefreshMasterListTemplate_,12019,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getOrCreateMasterListTemplate_,12027,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
createMasterListSheetFromTemplate_,12034,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
writeMasterListTitleDateBlock_,12091,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
initializeMasterListTitleRows_,12098,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
copyDemoPHeaderRowsToMasterList_,12107,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
copyQualifyingDemoPRowsToMasterList_,12125,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
formatMasterListSheet_,12152,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
